claiminternalnumber,claimcolour,treatmentgroup,accept_automatic,insurancetype,privatefinanced
931,Yellow,1,1,auto,1
932,Yellow,4,1,auto,1
933,Yellow,3,1,property,1
934,Green,3,1,auto,1
935,Yellow,2,1,travel,1
936,Green,0,1,auto,1
937,Yellow,3,0,auto,1
938,Green,3,1,property,1
939,Yellow,4,1,auto,1
940,Yellow,4,1,travel,0
941,Yellow,2,1,travel,0
942,Yellow,1,1,life,1
943,Yellow,4,1,travel,1
944,Red,4,1,travel,1
945,Green,2,1,property,1
946,Yellow,4,1,auto,1
947,Green,2,1,life,1
948,Yellow,4,1,auto,1
949,Yellow,4,1,auto,1
950,Green,4,1,auto,1
951,Green,2,0,travel,1
952,Yellow,3,0,property,1
953,Red,4,1,property,1
954,Red,1,1,life,1
955,Yellow,0,1,property,1
956,Green,1,1,property,1
957,Yellow,0,1,life,1
958,Red,1,1,travel,1
959,Yellow,3,1,auto,1
960,Yellow,2,0,life,1
961,Yellow,4,1,property,0
962,Red,1,1,auto,1
963,Yellow,3,1,auto,1
964,Yellow,0,1,auto,1
965,Green,2,1,travel,0
966,Yellow,2,1,property,0
967,Yellow,3,1,property,1
968,Yellow,4,1,auto,1
969,Green,4,1,auto,1
970,Yellow,0,1,auto,1
971,Yellow,2,0,auto,1
972,Yellow,4,1,travel,0
973,Green,4,1,auto,1
974,Yellow,4,1,travel,0
975,Green,3,1,auto,1
976,Green,4,1,life,1
977,Green,0,1,auto,1
978,Red,1,1,auto,1
979,Green,3,1,property,0
980,Green,4,1,auto,1
981,Yellow,1,1,life,1
982,Yellow,2,1,auto,0
983,Yellow,4,1,property,1
984,Yellow,2,1,travel,0
985,Yellow,2,0,property,1
986,Yellow,0,1,property,1
987,Yellow,1,1,property,1
988,Yellow,3,1,property,0
989,Yellow,1,1,auto,1
990,Yellow,4,1,travel,1
991,Green,0,1,property,1
992,Green,1,1,property,1
993,Yellow,0,1,property,1
994,Green,4,1,auto,1
995,Yellow,2,1,auto,1
996,Yellow,2,0,auto,1
997,Yellow,0,1,auto,1
998,Red,2,0,travel,1
999,Yellow,0,1,property,1
1000,Yellow,0,1,life,1
1001,Green,2,1,life,1
1002,Yellow,0,1,property,1
1003,Yellow,3,1,property,1
1004,Red,4,0,auto,1
1005,Red,4,0,auto,1
1006,Yellow,2,1,property,1
1007,Yellow,2,1,auto,1
1008,Yellow,3,0,travel,0
1009,Yellow,2,1,property,1
1010,Yellow,3,1,travel,1
1011,Red,1,1,travel,1
1012,Red,0,1,property,0
1013,Yellow,0,1,travel,1
1014,Yellow,4,1,property,1
1015,Yellow,2,1,property,1
1016,Green,2,1,life,1
1017,Yellow,3,1,property,0
1018,Yellow,4,1,auto,0
1019,Green,1,1,life,1
1020,Yellow,0,1,property,1
1021,Red,3,1,travel,0
1022,Red,3,1,travel,0
1023,Yellow,3,1,property,1
1024,Green,4,1,property,0
1025,Green,1,1,auto,1
1026,Yellow,4,1,auto,1
1027,Yellow,4,1,auto,1
1028,Yellow,4,1,travel,0
1029,Yellow,1,1,auto,1
1030,Yellow,0,1,travel,0
1031,Green,4,0,property,1
1032,Green,4,1,auto,1
1033,Yellow,2,1,auto,1
1034,Green,2,1,property,1
1035,Yellow,1,1,auto,1
1036,Green,2,1,property,1
1037,Yellow,3,1,auto,1
1038,Green,4,0,auto,1
1039,Yellow,1,1,auto,1
1040,Green,1,1,property,1
1041,Green,0,1,auto,1
1042,Yellow,1,1,auto,1
1043,Green,2,1,travel,1
1044,Green,2,1,property,1
1045,Green,1,0,property,1
1046,Yellow,4,0,property,1
1047,Yellow,0,1,auto,1
1048,Yellow,0,1,auto,1
1049,Green,2,1,auto,1
1050,Yellow,0,0,auto,1
1051,Yellow,3,1,travel,1
1052,Red,4,1,travel,1
1053,Yellow,3,1,life,1
1054,Green,4,1,auto,1
1055,Yellow,0,1,auto,1
1056,Green,1,1,auto,1
1057,Green,4,1,life,1
1058,Yellow,0,1,life,1
1059,Yellow,4,1,travel,0
1060,Yellow,4,1,travel,0
1061,Green,1,1,auto,1
1062,Yellow,2,1,property,1
1063,Yellow,2,0,property,1
1064,Yellow,2,0,auto,1
1065,Yellow,2,1,life,1
1066,Yellow,4,1,property,1
1067,Yellow,2,1,property,1
1068,Yellow,2,1,property,1
1069,Green,2,1,property,0
1070,Yellow,3,1,life,1
1071,Green,2,1,auto,1
1072,Yellow,0,0,property,0
1073,Green,4,1,auto,1
1074,Green,2,1,auto,1
1075,Green,1,1,property,1
1076,Green,4,1,travel,0
1077,Yellow,3,0,property,0
1078,Yellow,3,1,life,1
1079,Yellow,3,1,property,1
1080,Yellow,2,1,auto,1
1081,Yellow,1,1,auto,1
1082,Yellow,2,0,travel,1
1083,Green,3,1,auto,1
1084,Green,3,1,property,0
1085,Green,1,1,travel,1
1086,Yellow,0,1,auto,1
1087,Yellow,1,1,auto,1
1088,Red,1,0,life,1
1089,Yellow,3,1,auto,1
1090,Yellow,4,1,travel,1
1091,Yellow,1,0,travel,0
1092,Green,0,1,property,0
1093,Yellow,3,1,auto,1
1094,Yellow,4,1,travel,1
1095,Green,0,1,property,0
1096,Red,2,1,property,1
1097,Red,1,1,property,1
1098,Yellow,2,0,travel,1
1099,Green,3,1,property,1
1100,Green,3,1,property,1
1101,Yellow,1,0,auto,1
1102,Red,3,1,property,1
1103,Yellow,2,1,life,1
1104,Yellow,1,1,auto,1
1105,Green,4,1,auto,1
1106,Green,2,1,travel,1
1107,Yellow,0,1,life,1
1108,Yellow,3,1,travel,1
1109,Yellow,4,1,auto,1
1110,Yellow,4,1,travel,1
1111,Green,0,1,property,1
1112,Yellow,3,1,auto,0
1113,Green,3,1,auto,1
1114,Green,3,1,auto,1
1115,Red,3,1,travel,1
1116,Yellow,4,1,property,1
1117,Yellow,3,1,travel,1
1118,Green,1,1,auto,1
1119,Green,0,1,auto,1
1120,Yellow,2,1,property,1
1121,Green,0,1,property,0
1122,Yellow,4,1,auto,1
1123,Yellow,1,1,auto,1
1124,Yellow,4,0,life,1
1125,Green,1,1,property,1
1126,Red,1,1,auto,1
1127,Yellow,1,1,auto,1
1128,Green,1,1,travel,1
1129,Yellow,0,1,auto,1
1130,Yellow,0,1,auto,1
1131,Yellow,4,1,travel,0
1132,Green,3,1,property,0
1133,Yellow,2,0,life,1
1134,Yellow,4,1,property,1
1135,Green,4,1,property,0
1136,Yellow,1,1,life,1
1137,Yellow,2,1,travel,1
1138,Yellow,4,1,auto,1
1139,Yellow,4,1,auto,1
1140,Yellow,1,1,travel,0
1141,Yellow,3,1,life,1
1142,Red,3,1,travel,1
1143,Red,1,1,travel,1
1144,Green,0,1,property,1
1145,Green,3,1,auto,1
1146,Yellow,3,1,property,0
1147,Yellow,4,1,travel,0
1148,Green,3,1,property,0
1149,Yellow,1,1,travel,1
1150,Yellow,1,1,property,1
1151,Yellow,1,1,auto,1
1152,Yellow,0,1,auto,1
1153,Red,0,1,property,1
1154,Yellow,1,1,travel,0
1155,Yellow,1,1,auto,1
1156,Yellow,3,1,property,0
1157,Yellow,1,1,auto,1
1158,Yellow,4,1,property,1
1159,Yellow,4,1,auto,0
1160,Yellow,4,1,property,1
1161,Yellow,2,1,auto,1
1162,Yellow,2,0,property,1
1163,Green,0,1,auto,1
1164,Green,2,1,auto,1
1165,Red,3,0,auto,1
1166,Yellow,2,0,travel,1
1167,Green,2,1,property,1
1168,Yellow,2,0,travel,1
1169,Green,2,1,property,1
1170,Yellow,1,0,property,1
1171,Green,2,0,auto,1
1172,Yellow,3,1,auto,1
1173,Yellow,4,1,auto,1
1174,Red,0,1,auto,1
1175,Yellow,2,1,life,1
1176,Yellow,0,1,auto,1
1177,Yellow,2,1,property,1
1178,Green,2,1,property,1
1179,Yellow,2,1,auto,1
1180,Green,1,0,property,1
1181,Green,2,1,auto,1
1182,Yellow,2,1,property,1
1183,Red,4,1,property,1
1184,Yellow,3,1,auto,1
1185,Yellow,0,1,property,1
1186,Yellow,2,1,travel,1
1187,Yellow,1,1,life,1
1188,Yellow,3,1,property,0
1189,Yellow,2,1,auto,1
1190,Yellow,2,1,auto,1
1191,Green,3,1,life,1
1192,Yellow,4,1,travel,1
1193,Yellow,1,0,auto,1
1194,Yellow,1,0,travel,1
1195,Yellow,4,1,property,1
1196,Yellow,4,1,travel,0
1197,Yellow,3,1,auto,1
1198,Red,4,0,travel,1
1199,Green,2,1,auto,1
1200,Yellow,4,1,life,1
1201,Yellow,1,1,travel,1
1202,Yellow,0,1,property,1
1203,Yellow,4,0,auto,1
1204,Green,0,0,life,1
1205,Yellow,1,1,travel,0
1206,Yellow,1,1,property,1
1207,Green,0,1,property,0
1208,Yellow,3,1,travel,1
1209,Green,4,1,other,1
1210,Green,0,1,travel,1
1211,Green,4,1,property,1
1212,Yellow,3,1,travel,1
1213,Red,1,1,property,0
1214,Yellow,0,1,auto,1
1215,Yellow,1,1,life,1
1216,Yellow,1,1,life,1
1217,Yellow,4,1,auto,1
1218,Yellow,3,1,property,0
1219,Yellow,4,0,property,1
1220,Yellow,3,1,auto,1
1221,Yellow,0,1,property,0
1222,Yellow,2,1,auto,0
1223,Green,1,1,auto,1
1224,Yellow,0,1,auto,1
1225,Green,2,1,property,0
1226,Yellow,3,1,property,1
1227,Yellow,1,0,property,1
1228,Green,0,0,property,1
1229,Green,4,1,property,1
1230,Yellow,4,1,life,1
1231,Green,1,1,auto,1
1232,Red,4,1,property,1
1233,Green,2,1,property,0
1234,Green,1,1,travel,1
1235,Yellow,1,1,auto,1
1236,Green,4,1,property,1
1237,Red,0,1,travel,1
1238,Green,4,0,auto,1
1239,Green,0,1,property,1
1240,Green,4,1,auto,1
1241,Yellow,2,1,auto,1
1242,Yellow,4,1,travel,1
1243,Yellow,2,1,travel,1
1244,Yellow,0,1,travel,1
1245,Green,2,1,life,1
1246,Red,0,1,life,1
1247,Yellow,1,1,auto,1
1248,Yellow,0,1,auto,1
1249,Green,3,1,property,1
1250,Yellow,2,1,auto,1
1251,Yellow,1,1,property,1
1252,Red,2,0,travel,0
1253,Red,2,1,travel,0
1254,Green,1,0,auto,1
1255,Yellow,2,1,property,0
1256,Yellow,0,1,auto,1
1257,Green,2,1,property,0
1258,Green,3,1,auto,1
1259,Yellow,0,1,life,1
1260,Green,2,1,auto,1
1261,Yellow,1,1,auto,1
1262,Yellow,0,1,life,1
1263,Green,0,1,auto,1
1264,Yellow,2,1,auto,1
1265,Green,0,1,auto,1
1266,Yellow,1,1,property,1
1267,Yellow,2,0,travel,0
1268,Green,3,1,property,1
1269,Green,0,1,life,1
1270,Green,3,1,property,1
1271,Yellow,0,1,auto,1
1272,Yellow,4,1,travel,1
1273,Green,2,1,auto,1
1274,Yellow,2,1,travel,1
1275,Yellow,4,1,property,1
1276,Green,0,1,travel,1
1277,Yellow,3,1,auto,1
1278,Yellow,0,1,property,1
1279,Yellow,2,1,life,1
1280,Red,0,1,property,1
1281,Yellow,2,1,auto,1
1282,Green,4,1,auto,1
1283,Yellow,3,1,life,1
1284,Yellow,2,1,travel,1
1285,Green,1,1,auto,1
1286,Yellow,1,1,property,1
1287,Green,2,1,property,1
1288,Yellow,0,1,travel,0
1289,Green,3,1,auto,1
1290,Yellow,0,0,property,1
1291,Green,1,1,life,1
1292,Yellow,1,1,travel,1
1293,Green,4,1,auto,0
1294,Green,2,1,auto,1
1295,Yellow,4,1,auto,1
1296,Yellow,3,1,auto,1
1297,Green,3,1,auto,1
1298,Yellow,2,1,travel,0
1299,Yellow,0,1,property,1
1300,Green,1,1,auto,1
1301,Green,4,1,property,0
1302,Yellow,4,1,auto,1
1303,Yellow,1,1,auto,1
1304,Yellow,1,0,auto,1
1305,Yellow,1,0,auto,1
1306,Yellow,0,1,auto,1
1307,Yellow,2,1,auto,1
1308,Green,1,1,auto,1
1309,Yellow,4,1,travel,0
1310,Yellow,2,1,auto,1
1311,Green,1,0,property,1
1312,Yellow,3,1,property,0
1313,Green,2,1,travel,1
1314,Yellow,0,1,life,1
1315,Yellow,4,1,auto,1
1316,Yellow,3,1,life,1
1317,Green,4,1,auto,1
1318,Yellow,0,1,property,1
1319,Yellow,2,1,travel,1
1320,Yellow,4,1,auto,1
1321,Yellow,3,0,property,1
1322,Green,4,1,auto,1
1323,Yellow,4,1,travel,1
1324,Green,2,1,property,1
1325,Yellow,3,0,travel,1
1326,Green,0,1,property,1
1327,Red,2,1,auto,1
1328,Yellow,4,0,property,1
1329,Green,4,1,property,0
1330,Yellow,1,1,property,1
1331,Yellow,0,1,property,1
1332,Yellow,0,1,travel,0
1333,Green,3,0,auto,1
1334,Yellow,3,1,auto,1
1335,Yellow,3,1,auto,1
1336,Yellow,1,1,property,1
1337,Yellow,1,1,auto,1
1338,Green,2,1,auto,1
1339,Green,4,1,travel,0
1340,Yellow,1,1,auto,0
1341,Yellow,0,1,auto,1
1342,Yellow,1,1,auto,1
1343,Green,0,1,property,1
1344,Yellow,3,0,property,0
1345,Green,2,1,property,1
1346,Yellow,0,0,property,1
1347,Yellow,1,1,travel,1
1348,Yellow,1,0,property,1
1349,Yellow,2,1,auto,1
1350,Green,2,1,travel,1
1351,Red,2,1,travel,1
1352,Yellow,2,1,auto,1
1353,Green,2,0,property,0
1354,Green,2,1,auto,1
1355,Green,0,1,auto,1
1356,Yellow,3,1,property,1
1357,Yellow,3,0,auto,1
1358,Red,2,0,travel,1
1359,Green,3,0,auto,1
1360,Green,3,0,property,1
1361,Yellow,1,1,life,1
1362,Yellow,2,1,life,1
1363,Green,0,1,property,1
1364,Green,2,1,auto,1
1365,Green,2,1,auto,1
1366,Red,0,1,travel,1
1367,Green,4,1,life,1
1368,Yellow,2,1,travel,0
1369,Green,2,0,property,1
1370,Green,3,1,property,1
1371,Green,4,1,auto,1
1372,Yellow,4,1,property,1
1373,Green,2,1,travel,0
1374,Yellow,3,1,travel,0
1375,Yellow,2,1,life,1
1376,Yellow,4,1,auto,1
1377,Yellow,4,1,auto,0
1378,Green,3,1,auto,1
1379,Red,4,1,property,1
1380,Yellow,4,1,travel,0
1381,Green,4,1,auto,1
1382,Yellow,3,1,life,1
1383,Green,2,1,property,1
1384,Green,0,0,property,1
1385,Green,0,1,auto,1
1386,Green,2,0,property,1
1387,Yellow,2,1,travel,1
1388,Red,3,1,property,1
1389,Green,0,1,property,1
1390,Yellow,3,1,life,1
1391,Yellow,3,1,life,1
1392,Green,3,1,travel,1
1393,Yellow,3,1,property,1
1394,Red,3,1,property,1
1395,Green,1,1,auto,1
1396,Yellow,2,1,auto,1
1397,Yellow,4,1,auto,1
1398,Yellow,0,1,property,1
1399,Yellow,1,1,auto,1
1400,Yellow,0,1,property,1
1401,Yellow,2,1,property,1
1402,Yellow,2,1,auto,1
1403,Yellow,2,1,auto,1
1404,Red,2,1,property,1
1405,Yellow,1,1,life,1
1406,Yellow,3,1,travel,1
1407,Yellow,4,1,auto,1
1408,Yellow,0,1,travel,0
1409,Yellow,0,1,auto,1
1410,Yellow,2,1,auto,1
1411,Yellow,0,1,auto,1
1412,Green,1,1,property,1
1413,Yellow,3,0,property,1
1414,Green,3,1,auto,1
1415,Yellow,3,1,travel,1
1416,Green,1,1,travel,1
1417,Yellow,1,1,auto,1
1418,Red,4,1,life,1
1419,Green,4,1,property,0
1420,Yellow,1,1,auto,1
1421,Yellow,3,1,life,1
1422,Yellow,0,1,travel,1
1423,Yellow,2,1,property,1
1424,Red,1,1,property,1
1425,Green,4,1,auto,1
1426,Yellow,0,1,life,1
1427,Yellow,3,1,life,1
1428,Green,4,1,auto,1
1429,Green,0,1,auto,1
1430,Yellow,1,1,auto,1
1431,Yellow,0,1,auto,1
1432,Green,1,1,travel,1
1433,Yellow,4,1,travel,1
1434,Red,1,1,travel,1
1435,Yellow,1,1,property,0
1436,Yellow,2,1,life,1
1437,Yellow,1,1,travel,1
1438,Yellow,0,1,travel,0
1439,Green,0,1,auto,1
1440,Yellow,2,1,life,1
1441,Yellow,2,0,auto,1
1442,Green,4,1,auto,1
1443,Yellow,4,1,auto,1
1444,Green,2,0,property,1
1445,Green,0,1,property,0
1446,Yellow,4,1,auto,1
1447,Green,1,1,property,1
1448,Red,0,1,travel,0
1449,Yellow,2,0,auto,0
1450,Yellow,4,1,auto,1
1451,Green,1,1,auto,1
1452,Green,0,1,auto,1
1453,Yellow,1,1,auto,1
1454,Yellow,0,1,auto,1
1455,Yellow,0,1,travel,0
1456,Yellow,1,1,life,1
1457,Green,0,1,property,1
1458,Yellow,0,1,auto,1
1459,Yellow,3,1,life,1
1460,Green,3,1,travel,1
1461,Green,2,1,auto,1
1462,Green,3,1,property,1
1463,Red,3,1,travel,1
1464,Yellow,3,1,auto,0
1465,Red,4,1,property,1
1466,Green,1,1,property,1
1467,Yellow,2,1,property,1
1468,Yellow,1,1,property,1
1469,Yellow,1,1,auto,1
1470,Green,4,1,property,0
1471,Yellow,2,1,property,1
1472,Yellow,4,1,auto,1
1473,Green,2,1,property,1
1474,Green,1,1,property,0
1475,Yellow,1,1,travel,0
1476,Yellow,4,0,auto,1
1477,Yellow,2,0,property,1
1478,Yellow,4,1,travel,1
1479,Yellow,3,1,life,1
1480,Yellow,3,1,property,1
1481,Green,1,1,property,1
1482,Yellow,3,1,property,1
1483,Yellow,2,1,auto,1
1484,Red,2,0,property,1
1485,Green,1,1,property,1
1486,Red,4,1,travel,0
1487,Yellow,3,1,travel,1
1488,Yellow,0,1,property,1
1489,Red,2,0,travel,1
1490,Yellow,4,0,auto,1
1491,Yellow,1,1,travel,1
1492,Green,1,1,property,1
1493,Yellow,0,1,auto,1
1494,Yellow,1,1,life,1
1495,Yellow,3,1,property,1
1496,Yellow,0,0,auto,1
1497,Yellow,1,1,auto,1
1498,Yellow,0,1,life,1
1499,Yellow,3,1,travel,0
1500,Green,4,0,auto,1
1501,Red,4,1,travel,1
1502,Green,4,1,property,1
1503,Yellow,0,1,auto,1
1504,Yellow,4,1,property,1
1505,Yellow,3,1,auto,0
1506,Green,0,1,life,1
1507,Yellow,0,1,life,1
1508,Yellow,4,1,travel,1
1509,Yellow,2,1,travel,1
1510,Yellow,2,1,auto,1
1511,Yellow,2,1,auto,1
1512,Green,1,1,property,0
1513,Yellow,4,1,travel,0
1514,Yellow,0,1,life,1
1515,Yellow,1,1,travel,0
1516,Green,1,0,travel,1
1517,Yellow,4,0,travel,1
1518,Yellow,4,1,auto,1
1519,Red,1,0,travel,1
1520,Red,1,1,property,1
1521,Green,1,1,auto,1
1522,Yellow,1,1,auto,1
1523,Green,0,1,property,0
1524,Yellow,1,1,life,1
1525,Yellow,1,1,auto,1
1526,Yellow,1,0,travel,1
1527,Yellow,4,1,travel,1
1528,Yellow,1,1,auto,1
1529,Yellow,1,0,travel,1
1530,Green,1,1,auto,1
1531,Green,3,1,auto,1
1532,Green,2,1,property,1
1533,Red,1,1,property,1
1534,Yellow,3,1,travel,1
1535,Green,3,1,property,1
1536,Yellow,2,0,auto,1
1537,Red,4,1,property,0
1538,Yellow,1,1,property,1
1539,Yellow,3,1,travel,1
1540,Yellow,3,1,property,0
1541,Yellow,2,1,auto,1
1542,Green,3,1,auto,1
1543,Green,4,1,property,1
1544,Red,3,1,property,1
1545,Yellow,3,1,auto,1
1546,Green,0,1,auto,1
1547,Yellow,1,0,auto,1
1548,Yellow,1,1,life,1
1549,Yellow,0,1,property,0
1550,Green,3,1,auto,1
1551,Yellow,4,1,auto,1
1552,Yellow,1,1,travel,0
1553,Yellow,3,1,travel,1
1554,Yellow,4,1,auto,1
1555,Yellow,1,1,property,0
1556,Yellow,1,1,property,1
1557,Yellow,3,1,travel,1
1558,Green,4,1,auto,1
1559,Yellow,2,1,travel,0
1560,Yellow,0,1,auto,1
1561,Yellow,4,1,auto,1
1562,Green,3,1,property,0
1563,Yellow,0,1,auto,1
1564,Green,4,0,auto,1
1565,Green,0,1,property,0
1566,Yellow,1,1,auto,1
1567,Green,1,1,auto,1
1568,Yellow,0,0,auto,1
1569,Yellow,3,1,travel,0
1570,Yellow,4,0,auto,1
1571,Yellow,3,1,property,1
1572,Yellow,0,1,auto,1
1573,Yellow,2,1,auto,1
1574,Green,0,1,auto,1
1575,Yellow,0,1,auto,1
1576,Yellow,4,1,auto,1
1577,Yellow,0,1,life,1
1578,Yellow,3,1,travel,0
1579,Green,0,1,auto,1
1580,Yellow,4,1,travel,1
1581,Yellow,1,1,property,1
1582,Red,4,1,property,1
1583,Green,2,1,property,0
1584,Yellow,0,1,auto,1
1585,Green,2,1,travel,1
1586,Yellow,2,0,auto,1
1587,Yellow,2,1,auto,1
1588,Yellow,1,1,travel,1
1589,Yellow,2,1,auto,1
1590,Yellow,4,1,auto,1
1591,Yellow,4,1,auto,1
1592,Green,3,1,life,1
1593,Yellow,1,1,auto,1
1594,Yellow,1,1,property,1
1595,Yellow,3,1,life,1
1596,Green,3,1,property,1
1597,Yellow,0,1,travel,0
1598,Yellow,1,1,property,1
1599,Yellow,3,1,life,1
1600,Green,3,1,auto,1
1601,Green,0,1,property,1
1602,Yellow,2,1,auto,1
1603,Red,0,1,property,1
1604,Yellow,1,1,auto,1
1605,Green,4,1,property,1
1606,Green,2,1,travel,1
1607,Green,1,1,property,0
1608,Green,4,1,property,1
1609,Yellow,3,1,auto,1
1610,Yellow,0,1,auto,1
1611,Yellow,2,1,auto,1
1612,Red,1,1,travel,1
1613,Yellow,1,0,auto,1
1614,Yellow,3,1,property,1
1615,Yellow,1,1,life,1
1616,Yellow,4,1,auto,1
1617,Yellow,0,0,property,0
1618,Yellow,0,1,property,1
1619,Yellow,0,1,auto,1
1620,Green,3,1,life,1
1621,Yellow,1,1,life,1
1622,Green,1,1,auto,1
1623,Yellow,0,1,auto,1
1624,Yellow,1,1,property,1
1625,Yellow,2,1,travel,1
1626,Yellow,2,1,life,1
1627,Yellow,1,1,life,1
1628,Yellow,4,1,property,1
1629,Yellow,3,1,auto,1
1630,Yellow,4,1,auto,1
1631,Green,1,1,travel,1
1632,Green,3,1,property,1
1633,Green,2,1,auto,1
1634,Red,0,1,travel,1
1635,Yellow,3,1,property,0
1636,Green,2,1,auto,1
1637,Yellow,1,1,auto,1
1638,Yellow,4,1,travel,0
1639,Yellow,4,1,travel,1
1640,Green,2,1,property,1
1641,Yellow,1,1,property,1
1642,Yellow,2,1,property,1
1643,Yellow,2,1,travel,0
1644,Green,0,1,property,1
1645,Yellow,4,1,travel,0
1646,Yellow,3,1,auto,1
1647,Green,1,1,auto,0
1648,Yellow,0,1,auto,1
1649,Yellow,2,1,life,1
1650,Yellow,2,1,auto,1
1651,Yellow,2,1,auto,1
1652,Green,1,1,property,1
1653,Green,3,1,auto,1
1654,Yellow,2,0,auto,1
1655,Yellow,3,1,auto,1
1656,Yellow,0,1,travel,0
1657,Yellow,3,1,travel,0
1658,Red,1,1,travel,1
1659,Yellow,4,1,auto,1
1660,Yellow,0,1,life,1
1661,Green,0,1,travel,1
1662,Green,3,1,life,1
1663,Yellow,4,1,auto,0
1664,Yellow,3,1,auto,1
1665,Yellow,3,0,travel,1
1666,Green,1,1,property,1
1667,Green,1,1,property,1
1668,Red,0,1,travel,1
1669,Green,4,1,auto,1
1670,Green,4,1,auto,1
1671,Red,1,1,travel,1
1672,Red,1,1,travel,1
1673,Yellow,4,1,property,1
1674,Yellow,1,1,travel,0
1675,Yellow,3,1,life,1
1676,Yellow,1,0,life,1
1677,Yellow,4,1,life,1
1678,Red,1,1,travel,1
1679,Green,4,1,auto,1
1680,Green,3,1,auto,1
1681,Yellow,0,1,auto,1
1682,Green,2,1,travel,1
1683,Yellow,4,1,auto,1
1684,Yellow,4,1,auto,1
1685,Green,4,1,auto,1
1686,Yellow,3,1,life,1
1687,Green,2,1,travel,1
1688,Yellow,4,1,auto,1
1689,Yellow,1,1,travel,0
1690,Yellow,4,1,travel,1
1691,Yellow,0,1,property,1
1692,Yellow,1,1,travel,1
1693,Yellow,0,1,auto,1
1694,Red,1,1,property,1
1695,Green,2,1,auto,1
1696,Yellow,1,1,property,1
1697,Yellow,3,0,property,1
1698,Yellow,0,0,auto,1
1699,Green,1,1,auto,1
1700,Green,1,1,auto,1
1701,Yellow,4,1,auto,1
1702,Green,3,1,property,1
1703,Yellow,1,1,auto,1
1704,Green,4,1,auto,1
1705,Yellow,3,1,life,1
1706,Red,1,1,travel,1
1707,Yellow,0,1,travel,1
1708,Green,4,1,travel,0
1709,Yellow,1,1,auto,1
1710,Green,3,1,property,1
1711,Green,1,1,property,0
1712,Red,1,1,auto,1
1713,Yellow,1,0,property,1
1714,Yellow,3,0,auto,1
1715,Yellow,2,1,auto,1
1716,Yellow,4,1,travel,0
1717,Yellow,0,0,auto,1
1718,Yellow,0,1,travel,0
1719,Red,4,1,travel,1
1720,Yellow,2,1,life,1
1721,Green,0,1,property,1
1722,Green,0,1,travel,1
1723,Green,4,1,travel,1
1724,Yellow,1,1,property,1
1725,Yellow,0,1,travel,1
1726,Green,3,1,property,1
1727,Green,2,0,property,1
1728,Yellow,3,1,auto,1
1729,Green,3,1,life,1
1730,Yellow,4,0,travel,1
1731,Yellow,1,0,property,1
1732,Green,3,1,property,1
1733,Yellow,3,1,auto,1
1734,Yellow,0,1,life,1
1735,Green,2,1,auto,1
1736,Green,4,1,property,1
1737,Yellow,2,0,property,1
1738,Green,3,1,auto,1
1739,Green,1,1,property,1
1740,Red,0,1,property,1
1741,Yellow,3,1,travel,1
1742,Yellow,1,1,travel,1
1743,Green,2,1,travel,1
1744,Yellow,1,1,travel,1
1745,Yellow,1,1,travel,0
1746,Yellow,2,1,travel,0
1747,Yellow,1,1,travel,1
1748,Green,0,1,life,1
1749,Yellow,1,1,travel,0
1750,Green,1,1,auto,1
1751,Green,0,0,auto,1
1752,Yellow,3,1,auto,1
1753,Yellow,3,1,property,1
1754,Yellow,1,1,auto,1
1755,Yellow,1,1,life,1
1756,Yellow,3,1,property,1
1757,Green,0,1,property,0
1758,Yellow,3,1,property,1
1759,Yellow,1,1,travel,0
1760,Yellow,1,1,property,1
1761,Yellow,3,1,auto,1
1762,Green,3,1,property,0
1763,Yellow,3,1,property,1
1764,Red,2,0,auto,1
1765,Yellow,0,1,life,1
1766,Green,2,1,travel,1
1767,Yellow,3,1,property,0
1768,Yellow,4,1,travel,1
1769,Green,4,1,property,0
1770,Green,2,1,life,1
1771,Green,4,1,travel,0
1772,Green,1,1,property,1
1773,Green,0,1,property,1
1774,Yellow,4,1,life,1
1775,Green,0,1,auto,1
1776,Yellow,0,1,auto,1
1777,Green,3,1,travel,1
1778,Yellow,4,1,travel,0
1779,Yellow,3,1,property,1
1780,Yellow,3,0,auto,1
1781,Yellow,4,0,travel,1
1782,Yellow,2,1,property,1
1783,Yellow,4,1,auto,1
1784,Yellow,0,1,auto,1
1785,Yellow,1,1,travel,1
1786,Yellow,3,1,travel,1
1787,Yellow,3,1,property,1
1788,Yellow,4,1,property,1
1789,Yellow,2,1,travel,0
1790,Yellow,4,1,property,0
1791,Green,2,1,travel,0
1792,Yellow,0,1,travel,1
1793,Yellow,4,1,auto,1
1794,Yellow,3,1,travel,1
1795,Green,1,1,auto,1
1796,Yellow,0,1,travel,1
1797,Yellow,3,1,travel,0
1798,Yellow,0,1,auto,0
1799,Green,0,1,auto,1
1800,Yellow,0,1,travel,1
1801,Red,4,1,property,1
1802,Yellow,3,1,auto,1
1803,Yellow,3,1,auto,1
1804,Yellow,0,0,property,0
1805,Green,0,0,property,1
1806,Green,0,1,property,1
1807,Yellow,1,1,travel,1
1808,Yellow,0,1,property,1
1809,Yellow,0,0,property,1
1810,Yellow,0,1,auto,1
1811,Yellow,4,1,auto,1
1812,Green,3,1,property,1
1813,Yellow,3,1,property,1
1814,Yellow,2,1,auto,1
1815,Green,3,1,travel,1
1816,Yellow,3,1,auto,1
